dep,date_de_passage,sursaud_cl_age_corona,nbre_pass_corona,nbre_pass_tot,nbre_hospit_corona,nbre_pass_corona_h,nbre_pass_corona_f,nbre_pass_tot_h,nbre_pass_tot_f,nbre_hospit_corona_h,nbre_hospit_corona_f,nbre_acte_corona,nbre_acte_tot,nbre_acte_corona_h,nbre_acte_corona_f,nbre_acte_tot_h,nbre_acte_tot_f
2B,2020-03-20,A,2,7,2,,,,,,,,,,,,
2B,2020-03-20,B,16,38,16,,,,,,,,,,,,
2B,2020-03-20,C,11,27,11,,,,,,,,,,,,
2B,2020-03-20,D,1,10,1,,,,,,,,,,,,
2B,2020-03-20,E,9,27,9,,,,,,,,,,,,
30,2020-03-20,0,12,275,1,7,5,138,137,0,1,5,50,1,4,19,31
30,2020-03-20,A,0,46,0,,,,,,,1,14,,,,
30,2020-03-20,B,6,81,0,,,,,,,2,21,,,,
30,2020-03-20,C,4,70,0,,,,,,,1,9,,,,
30,2020-03-20,D,1,27,1,,,,,,,0,3,,,,
30,2020-03-20,E,1,51,0,,,,,,,1,3,,,,
31,2020-03-20,0,16,433,6,6,10,219,214,3,3,16,119,7,9,55,64
31,2020-03-20,A,10,83,1,,,,,,,1,19,,,,
31,2020-03-20,B,1,148,1,,,,,,,14,66,,,,
31,2020-03-20,C,1,104,1,,,,,,,1,23,,,,
31,2020-03-20,D,2,42,1,,,,,,,0,3,,,,
31,2020-03-20,E,2,56,2,,,,,,,0,8,,,,
32,2020-03-20,0,11,50,5,3,8,25,25,3,2,,,,,,
32,2020-03-20,A,0,4,0,,,,,,,,,,,,
32,2020-03-20,B,6,20,2,,,,,,,,,,,,
32,2020-03-20,C,3,13,1,,,,,,,,,,,,
32,2020-03-20,D,0,1,0,,,,,,,,,,,,
32,2020-03-20,E,2,12,2,,,,,,,,,,,,
33,2020-03-20,0,56,538,12,19,37,265,273,5,7,115,720,46,69,312,408
33,2020-03-20,A,2,84,0,,,,,,,21,179,,,,
33,2020-03-20,B,27,174,1,,,,,,,57,292,,,,
33,2020-03-20,C,14,117,3,,,,,,,28,129,,,,
33,2020-03-20,D,6,58,4,,,,,,,5,54,,,,
33,2020-03-20,E,7,105,4,,,,,,,4,66,,,,
34,2020-03-20,0,11,466,7,5,6,225,241,3,4,13,94,5,8,30,64
34,2020-03-20,A,1,79,0,,,,,,,2,31,,,,
34,2020-03-20,B,4,161,2,,,,,,,4,34,,,,
34,2020-03-20,C,4,123,3,,,,,,,7,17,,,,
34,2020-03-20,D,1,37,1,,,,,,,0,8,,,,
34,2020-03-20,E,1,66,1,,,,,,,0,4,,,,
35,2020-03-20,0,21,382,11,12,9,198,184,7,4,12,145,7,5,68,77
35,2020-03-20,A,1,92,0,,,,,,,2,20,,,,
35,2020-03-20,B,10,129,3,,,,,,,8,62,,,,
35,2020-03-20,C,8,80,6,,,,,,,1,29,,,,
35,2020-03-20,D,0,17,0,,,,,,,0,6,,,,
35,2020-03-20,E,2,64,2,,,,,,,1,28,,,,
36,2020-03-20,0,1,80,1,0,1,37,43,0,1,,,,,,
36,2020-03-20,A,0,10,0,,,,,,,,,,,,
36,2020-03-20,B,0,23,0,,,,,,,,,,,,
36,2020-03-20,C,0,18,0,,,,,,,,,,,,
36,2020-03-20,D,0,4,0,,,,,,,,,,,,
36,2020-03-20,E,1,25,1,,,,,,,,,,,,
37,2020-03-20,0,19,214,12,13,6,122,92,9,3,10,77,7,3,40,37
37,2020-03-20,A,1,60,0,,,,,,,0,8,,,,
37,2020-03-20,B,3,55,2,,,,,,,7,48,,,,
37,2020-03-20,C,7,43,4,,,,,,,2,12,,,,
37,2020-03-20,D,1,17,1,,,,,,,0,3,,,,
37,2020-03-20,E,7,39,5,,,,,,,1,6,,,,
38,2020-03-20,0,8,484,3,5,3,248,236,1,2,33,153,14,19,66,87
38,2020-03-20,A,0,91,0,,,,,,,4,14,,,,
38,2020-03-20,B,4,160,1,,,,,,,16,75,,,,
38,2020-03-20,C,1,101,0,,,,,,,11,32,,,,
38,2020-03-20,D,1,48,0,,,,,,,1,9,,,,
38,2020-03-20,E,2,84,2,,,,,,,1,23,,,,
39,2020-03-20,0,12,80,4,4,8,38,42,2,2,,,,,,
39,2020-03-20,A,0,4,0,,,,,,,,,,,,
39,2020-03-20,B,6,39,2,,,,,,,,,,,,
39,2020-03-20,C,2,11,0,,,,,,,,,,,,
39,2020-03-20,D,1,10,0,,,,,,,,,,,,
39,2020-03-20,E,3,16,2,,,,,,,,,,,,
40,2020-03-20,0,15,103,10,6,9,51,52,5,5,,,,,,
40,2020-03-20,A,2,15,1,,,,,,,,,,,,
40,2020-03-20,B,4,32,0,,,,,,,,,,,,
40,2020-03-20,C,2,20,2,,,,,,,,,,,,
40,2020-03-20,D,2,14,2,,,,,,,,,,,,
40,2020-03-20,E,5,22,5,,,,,,,,,,,,
41,2020-03-20,0,7,138,0,2,5,58,80,0,0,,,,,,
41,2020-03-20,A,0,21,0,,,,,,,,,,,,
41,2020-03-20,B,2,48,0,,,,,,,,,,,,
41,2020-03-20,C,2,28,0,,,,,,,,,,,,
41,2020-03-20,D,2,11,0,,,,,,,,,,,,
41,2020-03-20,E,1,30,0,,,,,,,,,,,,
42,2020-03-20,0,15,408,11,8,7,201,207,6,5,4,88,1,3,36,51
42,2020-03-20,A,0,54,0,,,,,,,0,16,,,,
42,2020-03-20,B,3,140,2,,,,,,,4,42,,,,
42,2020-03-20,C,5,105,3,,,,,,,0,12,,,,
42,2020-03-20,D,3,33,3,,,,,,,0,6,,,,
42,2020-03-20,E,4,76,3,,,,,,,0,12,,,,
43,2020-03-20,0,0,18,0,0,0,11,7,0,0,,,,,,
43,2020-03-20,A,0,2,0,,,,,,,,,,,,
43,2020-03-20,B,0,7,0,,,,,,,,,,,,
43,2020-03-20,C,0,5,0,,,,,,,,,,,,
43,2020-03-20,D,,,,,,,,,,,,,,,
43,2020-03-20,E,0,4,0,,,,,,,,,,,,
44,2020-03-20,0,15,328,8,12,3,175,153,7,1,70,459,30,40,192,267
44,2020-03-20,A,0,45,0,,,,,,,16,123,,,,
44,2020-03-20,B,2,109,1,,,,,,,35,182,,,,
44,2020-03-20,C,7,85,2,,,,,,,12,69,,,,
44,2020-03-20,D,2,26,2,,,,,,,2,17,,,,
44,2020-03-20,E,4,63,3,,,,,,,4,67,,,,
45,2020-03-20,0,0,208,0,0,0,116,92,0,0,5,40,3,2,24,16
45,2020-03-20,A,0,32,0,,,,,,,0,6,,,,
45,2020-03-20,B,0,68,0,,,,,,,4,19,,,,
45,2020-03-20,C,0,47,0,,,,,,,1,10,,,,
45,2020-03-20,D,0,14,0,,,,,,,0,3,,,,
45,2020-03-20,E,0,47,0,,,,,,,0,2,,,,
46,2020-03-20,0,0,58,0,0,0,28,30,0,0,,,,,,
46,2020-03-20,A,0,10,0,,,,,,,,,,,,
46,2020-03-20,B,0,21,0,,,,,,,,,,,,
46,2020-03-20,C,0,13,0,,,,,,,,,,,,
46,2020-03-20,D,0,1,0,,,,,,,,,,,,
46,2020-03-20,E,0,13,0,,,,,,,,,,,,
47,2020-03-20,0,8,119,4,4,4,60,59,2,2,,,,,,
47,2020-03-20,A,0,16,0,,,,,,,,,,,,
47,2020-03-20,B,3,32,1,,,,,,,,,,,,
47,2020-03-20,C,3,23,1,,,,,,,,,,,,
47,2020-03-20,D,1,20,1,,,,,,,,,,,,
47,2020-03-20,E,1,28,1,,,,,,,,,,,,
48,2020-03-20,0,0,17,0,0,0,10,7,0,0,,,,,,
48,2020-03-20,A,0,4,0,,,,,,,,,,,,
48,2020-03-20,B,0,3,0,,,,,,,,,,,,
48,2020-03-20,C,0,6,0,,,,,,,,,,,,
48,2020-03-20,D,0,2,0,,,,,,,,,,,,
48,2020-03-20,E,0,2,0,,,,,,,,,,,,
49,2020-03-20,0,20,259,12,10,10,128,131,5,7,,,,,,
49,2020-03-20,A,0,61,0,,,,,,,,,,,,
49,2020-03-20,B,8,84,2,,,,,,,,,,,,
49,2020-03-20,C,4,53,4,,,,,,,,,,,,
49,2020-03-20,D,6,24,4,,,,,,,,,,,,
49,2020-03-20,E,2,37,2,,,,,,,,,,,,
50,2020-03-20,0,8,187,3,4,4,95,92,1,2,10,61,6,4,28,33
50,2020-03-20,A,0,23,0,,,,,,,0,13,,,,
50,2020-03-20,B,2,49,0,,,,,,,7,19,,,,
50,2020-03-20,C,3,44,0,,,,,,,2,20,,,,
50,2020-03-20,D,1,17,1,,,,,,,0,5,,,,
50,2020-03-20,E,2,54,2,,,,,,,1,4,,,,
51,2020-03-20,0,7,178,1,2,5,86,92,0,1,1,31,1,0,17,14
51,2020-03-20,A,0,29,0,,,,,,,0,12,,,,
51,2020-03-20,B,3,63,0,,,,,,,1,13,,,,
51,2020-03-20,C,3,33,1,,,,,,,0,2,,,,
51,2020-03-20,D,0,17,0,,,,,,,0,1,,,,
51,2020-03-20,E,1,36,0,,,,,,,0,3,,,,
52,2020-03-20,0,7,74,5,4,3,39,35,4,1,,,,,,
52,2020-03-20,A,0,10,0,,,,,,,,,,,,
52,2020-03-20,B,1,20,0,,,,,,,,,,,,
52,2020-03-20,C,1,19,0,,,,,,,,,,,,
52,2020-03-20,D,2,10,2,,,,,,,,,,,,
52,2020-03-20,E,3,15,3,,,,,,,,,,,,
53,2020-03-20,0,0,39,0,0,0,21,18,0,0,,,,,,
53,2020-03-20,A,0,3,0,,,,,,,,,,,,
53,2020-03-20,B,0,10,0,,,,,,,,,,,,
53,2020-03-20,C,0,12,0,,,,,,,,,,,,
53,2020-03-20,D,0,5,0,,,,,,,,,,,,
53,2020-03-20,E,0,9,0,,,,,,,,,,,,
54,2020-03-20,0,35,224,14,17,18,111,113,6,8,13,113,7,6,44,69
54,2020-03-20,A,2,40,1,,,,,,,1,14,,,,
54,2020-03-20,B,14,79,1,,,,,,,8,55,,,,
54,2020-03-20,C,7,43,4,,,,,,,4,20,,,,
54,2020-03-20,D,6,21,3,,,,,,,0,8,,,,
54,2020-03-20,E,6,41,5,,,,,,,0,16,,,,
55,2020-03-20,0,29,77,7,9,20,29,48,2,5,,,,,,
55,2020-03-20,A,0,2,0,,,,,,,,,,,,
55,2020-03-20,B,13,26,1,,,,,,,,,,,,
55,2020-03-20,C,10,27,2,,,,,,,,,,,,
55,2020-03-20,D,4,11,2,,,,,,,,,,,,
55,2020-03-20,E,2,11,2,,,,,,,,,,,,
56,2020-03-20,0,46,311,2,14,32,139,172,1,1,2,64,1,1,30,34
56,2020-03-20,A,4,54,0,,,,,,,0,12,,,,
56,2020-03-20,B,19,102,0,,,,,,,1,27,,,,
56,2020-03-20,C,11,72,0,,,,,,,1,17,,,,
56,2020-03-20,D,5,27,0,,,,,,,0,4,,,,
56,2020-03-20,E,7,56,2,,,,,,,0,4,,,,
57,2020-03-20,0,124,511,32,33,91,225,286,14,18,,,,,,
57,2020-03-20,A,1,54,0,,,,,,,,,,,,
57,2020-03-20,B,49,166,5,,,,,,,,,,,,
57,2020-03-20,C,51,151,11,,,,,,,,,,,,
57,2020-03-20,D,9,46,5,,,,,,,,,,,,
57,2020-03-20,E,14,94,11,,,,,,,,,,,,
58,2020-03-20,0,12,127,6,5,7,58,69,3,3,,,,,,
58,2020-03-20,A,0,19,0,,,,,,,,,,,,
58,2020-03-20,B,4,34,1,,,,,,,,,,,,
58,2020-03-20,C,3,22,0,,,,,,,,,,,,
58,2020-03-20,D,1,19,1,,,,,,,,,,,,
58,2020-03-20,E,4,33,4,,,,,,,,,,,,
59,2020-03-20,0,73,920,24,34,39,456,464,13,11,36,343,13,23,159,184
59,2020-03-20,A,9,187,3,,,,,,,2,100,,,,
59,2020-03-20,B,24,313,4,,,,,,,26,188,,,,
59,2020-03-20,C,19,174,9,,,,,,,8,38,,,,
59,2020-03-20,D,10,84,2,,,,,,,0,5,,,,
59,2020-03-20,E,11,162,6,,,,,,,0,12,,,,
60,2020-03-20,0,0,117,0,0,0,45,72,0,0,,,,,,
60,2020-03-20,A,0,9,0,,,,,,,,,,,,
60,2020-03-20,B,0,42,0,,,,,,,,,,,,
60,2020-03-20,C,0,28,0,,,,,,,,,,,,
60,2020-03-20,D,0,11,0,,,,,,,,,,,,
60,2020-03-20,E,0,27,0,,,,,,,,,,,,
61,2020-03-20,0,8,119,0,3,5,57,62,0,0,,,,,,
61,2020-03-20,A,4,18,0,,,,,,,,,,,,
61,2020-03-20,B,2,36,0,,,,,,,,,,,,
61,2020-03-20,C,2,24,0,,,,,,,,,,,,
61,2020-03-20,D,0,12,0,,,,,,,,,,,,
61,2020-03-20,E,0,29,0,,,,,,,,,,,,
62,2020-03-20,0,21,165,4,9,12,82,83,3,1,,,,,,
62,2020-03-20,A,2,29,0,,,,,,,,,,,,
62,2020-03-20,B,9,56,1,,,,,,,,,,,,
62,2020-03-20,C,6,43,1,,,,,,,,,,,,
62,2020-03-20,D,4,15,2,,,,,,,,,,,,
62,2020-03-20,E,0,22,0,,,,,,,,,,,,
63,2020-03-20,0,1,86,1,0,1,41,45,0,1,4,65,2,2,22,43
63,2020-03-20,A,0,28,0,,,,,,,0,13,,,,
63,2020-03-20,B,0,26,0,,,,,,,4,20,,,,
63,2020-03-20,C,0,12,0,,,,,,,0,11,,,,
63,2020-03-20,D,1,8,1,,,,,,,0,10,,,,
63,2020-03-20,E,0,12,0,,,,,,,0,11,,,,
64,2020-03-20,0,15,245,5,7,8,134,111,2,3,52,241,24,28,103,138
64,2020-03-20,A,1,48,1,,,,,,,11,53,,,,
64,2020-03-20,B,6,57,1,,,,,,,35,105,,,,
64,2020-03-20,C,5,60,1,,,,,,,3,39,,,,
64,2020-03-20,D,1,29,0,,,,,,,1,14,,,,
64,2020-03-20,E,2,51,2,,,,,,,2,30,,,,
65,2020-03-20,0,0,59,0,0,0,39,20,0,0,,,,,,
65,2020-03-20,A,0,6,0,,,,,,,,,,,,
65,2020-03-20,B,0,16,0,,,,,,,,,,,,
65,2020-03-20,C,0,20,0,,,,,,,,,,,,
65,2020-03-20,D,0,9,0,,,,,,,,,,,,
65,2020-03-20,E,0,8,0,,,,,,,,,,,,
66,2020-03-20,0,5,157,2,1,4,82,75,0,2,7,96,2,5,39,57
66,2020-03-20,A,0,35,0,,,,,,,0,29,,,,
66,2020-03-20,B,1,44,0,,,,,,,4,36,,,,
66,2020-03-20,C,4,34,2,,,,,,,3,19,,,,
66,2020-03-20,D,0,13,0,,,,,,,0,3,,,,
66,2020-03-20,E,0,31,0,,,,,,,0,9,,,,
67,2020-03-20,0,84,335,58,49,35,185,150,37,21,44,365,19,25,177,188
67,2020-03-20,A,0,38,0,,,,,,,2,65,,,,
67,2020-03-20,B,22,90,12,,,,,,,29,175,,,,
67,2020-03-20,C,25,96,16,,,,,,,12,68,,,,
67,2020-03-20,D,13,46,8,,,,,,,0,24,,,,
67,2020-03-20,E,24,65,22,,,,,,,1,32,,,,
68,2020-03-20,0,117,311,79,61,56,172,139,45,34,29,93,11,18,37,56
68,2020-03-20,A,0,33,0,,,,,,,1,7,,,,
68,2020-03-20,B,20,69,4,,,,,,,15,43,,,,
68,2020-03-20,C,31,77,21,,,,,,,6,13,,,,
68,2020-03-20,D,28,55,20,,,,,,,4,17,,,,
68,2020-03-20,E,38,77,34,,,,,,,3,13,,,,
69,2020-03-20,0,85,622,37,41,44,298,324,15,22,69,348,35,34,169,179
69,2020-03-20,A,0,120,0,,,,,,,8,85,,,,
69,2020-03-20,B,26,207,4,,,,,,,37,146,,,,
69,2020-03-20,C,26,127,9,,,,,,,13,46,,,,
69,2020-03-20,D,16,68,11,,,,,,,5,25,,,,
69,2020-03-20,E,17,100,13,,,,,,,6,46,,,,
70,2020-03-20,0,26,83,17,17,9,48,35,10,7,,,,,,
70,2020-03-20,A,1,9,1,,,,,,,,,,,,
70,2020-03-20,B,8,30,1,,,,,,,,,,,,
70,2020-03-20,C,1,11,1,,,,,,,,,,,,
70,2020-03-20,D,8,16,6,,,,,,,,,,,,
70,2020-03-20,E,8,17,8,,,,,,,,,,,,
71,2020-03-20,0,57,241,17,22,35,108,133,10,7,,,,,,
71,2020-03-20,A,0,25,0,,,,,,,,,,,,
71,2020-03-20,B,23,78,3,,,,,,,,,,,,
71,2020-03-20,C,14,53,3,,,,,,,,,,,,
71,2020-03-20,D,8,34,2,,,,,,,,,,,,
71,2020-03-20,E,12,51,9,,,,,,,,,,,,
72,2020-03-20,0,31,247,15,10,21,118,129,6,9,,,,,,
72,2020-03-20,A,0,40,0,,,,,,,,,,,,
72,2020-03-20,B,14,82,3,,,,,,,,,,,,
72,2020-03-20,C,8,52,5,,,,,,,,,,,,
72,2020-03-20,D,3,26,1,,,,,,,,,,,,
72,2020-03-20,E,6,47,6,,,,,,,,,,,,
73,2020-03-20,0,5,106,0,2,3,60,46,0,0,10,68,3,7,27,41
73,2020-03-20,A,0,14,0,,,,,,,2,18,,,,
73,2020-03-20,B,4,32,0,,,,,,,6,27,,,,
73,2020-03-20,C,1,36,0,,,,,,,1,15,,,,
73,2020-03-20,D,0,9,0,,,,,,,0,1,,,,
73,2020-03-20,E,0,15,0,,,,,,,1,7,,,,
74,2020-03-20,0,40,414,13,17,23,205,209,8,5,19,102,11,8,47,55
74,2020-03-20,A,1,68,1,,,,,,,1,24,,,,
74,2020-03-20,B,20,167,2,,,,,,,8,42,,,,
74,2020-03-20,C,15,87,7,,,,,,,4,15,,,,
74,2020-03-20,D,2,48,1,,,,,,,4,7,,,,
74,2020-03-20,E,2,44,2,,,,,,,2,14,,,,
75,2020-03-20,0,342,1085,92,157,185,595,490,56,36,171,661,74,97,286,375
75,2020-03-20,A,1,136,0,,,,,,,15,103,,,,
75,2020-03-20,B,155,442,9,,,,,,,80,261,,,,
75,2020-03-20,C,124,298,41,,,,,,,50,150,,,,
75,2020-03-20,D,35,97,19,,,,,,,17,65,,,,
75,2020-03-20,E,27,112,23,,,,,,,9,82,,,,
76,2020-03-20,0,20,468,6,9,11,236,232,4,2,20,68,4,16,35,33
76,2020-03-20,A,0,96,0,,,,,,,1,17,,,,
76,2020-03-20,B,5,165,1,,,,,,,14,37,,,,
76,2020-03-20,C,7,82,0,,,,,,,4,7,,,,
76,2020-03-20,D,3,47,3,,,,,,,1,4,,,,
76,2020-03-20,E,5,78,2,,,,,,,0,3,,,,
77,2020-03-20,0,39,381,26,16,23,197,184,14,12,24,161,10,14,73,87
77,2020-03-20,A,0,53,0,,,,,,,0,40,,,,
77,2020-03-20,B,16,156,7,,,,,,,16,72,,,,
77,2020-03-20,C,11,110,8,,,,,,,7,28,,,,
77,2020-03-20,D,5,23,5,,,,,,,1,7,,,,
77,2020-03-20,E,7,39,6,,,,,,,0,14,,,,
78,2020-03-20,0,43,527,13,23,20,265,262,9,4,30,151,12,18,64,87
78,2020-03-20,A,0,89,0,,,,,,,3,37,,,,
78,2020-03-20,B,17,203,1,,,,,,,13,56,,,,
78,2020-03-20,C,15,130,6,,,,,,,11,37,,,,
78,2020-03-20,D,3,41,2,,,,,,,1,6,,,,
78,2020-03-20,E,8,64,4,,,,,,,2,15,,,,
79,2020-03-20,0,1,119,1,0,1,72,47,0,1,,,,,,
79,2020-03-20,A,0,21,0,,,,,,,,,,,,
79,2020-03-20,B,0,38,0,,,,,,,,,,,,
79,2020-03-20,C,0,26,0,,,,,,,,,,,,
79,2020-03-20,D,0,11,0,,,,,,,,,,,,
79,2020-03-20,E,1,23,1,,,,,,,,,,,,
80,2020-03-20,0,39,225,18,24,15,115,110,10,8,41,213,21,20,104,109
80,2020-03-20,A,0,33,0,,,,,,,3,43,,,,
80,2020-03-20,B,13,77,0,,,,,,,28,106,,,,
80,2020-03-20,C,10,49,3,,,,,,,9,45,,,,
80,2020-03-20,D,7,30,6,,,,,,,0,7,,,,
80,2020-03-20,E,9,36,9,,,,,,,1,12,,,,
81,2020-03-20,0,0,141,0,0,0,77,64,0,0,,,,,,
81,2020-03-20,A,0,19,0,,,,,,,,,,,,
81,2020-03-20,B,0,41,0,,,,,,,,,,,,
81,2020-03-20,C,0,39,0,,,,,,,,,,,,
81,2020-03-20,D,0,18,0,,,,,,,,,,,,
81,2020-03-20,E,0,24,0,,,,,,,,,,,,
82,2020-03-20,0,20,100,5,2,18,44,56,1,4,,,,,,
82,2020-03-20,A,2,20,2,,,,,,,,,,,,
82,2020-03-20,B,12,31,0,,,,,,,,,,,,
82,2020-03-20,C,2,24,1,,,,,,,,,,,,
82,2020-03-20,D,1,13,0,,,,,,,,,,,,
82,2020-03-20,E,3,12,2,,,,,,,,,,,,
83,2020-03-20,0,44,391,19,24,20,206,185,13,6,81,396,32,49,172,223
83,2020-03-20,A,2,43,1,,,,,,,19,95,,,,
83,2020-03-20,B,18,117,1,,,,,,,39,150,,,,
83,2020-03-20,C,11,111,5,,,,,,,13,74,,,,
83,2020-03-20,D,7,37,6,,,,,,,5,21,,,,
83,2020-03-20,E,6,83,6,,,,,,,5,55,,,,
84,2020-03-20,0,20,279,6,8,12,145,134,4,2,0,19,0,0,7,12
84,2020-03-20,A,0,40,0,,,,,,,0,1,,,,
84,2020-03-20,B,10,93,2,,,,,,,0,8,,,,
84,2020-03-20,C,6,59,2,,,,,,,0,3,,,,
84,2020-03-20,D,2,29,1,,,,,,,0,2,,,,
84,2020-03-20,E,2,58,1,,,,,,,0,5,,,,
85,2020-03-20,0,14,221,6,8,6,124,97,4,2,,,,,,
85,2020-03-20,A,0,30,0,,,,,,,,,,,,
85,2020-03-20,B,7,75,2,,,,,,,,,,,,
85,2020-03-20,C,3,48,1,,,,,,,,,,,,
85,2020-03-20,D,1,28,0,,,,,,,,,,,,
85,2020-03-20,E,3,40,3,,,,,,,,,,,,
86,2020-03-20,0,1,135,0,0,1,61,74,0,0,,,,,,
86,2020-03-20,A,0,19,0,,,,,,,,,,,,
86,2020-03-20,B,1,39,0,,,,,,,,,,,,
86,2020-03-20,C,0,36,0,,,,,,,,,,,,
86,2020-03-20,D,0,20,0,,,,,,,,,,,,
86,2020-03-20,E,0,21,0,,,,,,,,,,,,
87,2020-03-20,0,5,190,4,4,1,98,92,3,1,3,97,1,2,41,56
87,2020-03-20,A,0,37,0,,,,,,,1,28,,,,
87,2020-03-20,B,1,52,0,,,,,,,2,42,,,,
87,2020-03-20,C,1,45,1,,,,,,,0,14,,,,
87,2020-03-20,D,1,17,1,,,,,,,0,3,,,,
87,2020-03-20,E,2,39,2,,,,,,,0,10,,,,
88,2020-03-20,0,50,153,14,16,34,66,87,9,5,,,,,,
88,2020-03-20,A,0,8,0,,,,,,,,,,,,
88,2020-03-20,B,17,37,1,,,,,,,,,,,,
88,2020-03-20,C,14,46,3,,,,,,,,,,,,
88,2020-03-20,D,6,23,1,,,,,,,,,,,,
88,2020-03-20,E,13,39,9,,,,,,,,,,,,
89,2020-03-20,0,31,220,5,10,21,123,97,4,1,12,48,4,8,25,23
89,2020-03-20,A,0,34,0,,,,,,,1,5,,,,
89,2020-03-20,B,16,85,1,,,,,,,9,31,,,,
89,2020-03-20,C,10,53,2,,,,,,,1,10,,,,
89,2020-03-20,D,3,18,1,,,,,,,1,1,,,,
89,2020-03-20,E,2,30,1,,,,,,,0,1,,,,
90,2020-03-20,0,25,107,19,13,12,51,56,10,9,,,,,,
90,2020-03-20,A,0,1,0,,,,,,,,,,,,
90,2020-03-20,B,3,29,2,,,,,,,,,,,,
90,2020-03-20,C,7,30,5,,,,,,,,,,,,
90,2020-03-20,D,8,20,5,,,,,,,,,,,,
90,2020-03-20,E,7,27,7,,,,,,,,,,,,
91,2020-03-20,0,60,403,11,31,29,216,187,5,6,10,105,4,6,51,54
91,2020-03-20,A,1,35,0,,,,,,,2,34,,,,
91,2020-03-20,B,34,186,7,,,,,,,1,33,,,,
91,2020-03-20,C,16,114,2,,,,,,,6,23,,,,
91,2020-03-20,D,5,29,1,,,,,,,0,9,,,,
91,2020-03-20,E,4,39,1,,,,,,,1,6,,,,
92,2020-03-20,0,75,577,27,37,38,314,263,16,11,,,,,,
92,2020-03-20,A,2,114,1,,,,,,,,,,,,
92,2020-03-20,B,24,208,1,,,,,,,,,,,,
92,2020-03-20,C,25,126,8,,,,,,,,,,,,
92,2020-03-20,D,9,47,5,,,,,,,,,,,,
92,2020-03-20,E,15,82,12,,,,,,,,,,,,
93,2020-03-20,0,132,744,23,81,51,420,324,15,8,,,,,,
93,2020-03-20,A,4,101,0,,,,,,,,,,,,
93,2020-03-20,B,64,360,2,,,,,,,,,,,,
93,2020-03-20,C,45,187,10,,,,,,,,,,,,
93,2020-03-20,D,10,50,4,,,,,,,,,,,,
93,2020-03-20,E,9,46,7,,,,,,,,,,,,
94,2020-03-20,0,143,662,57,74,69,335,327,32,25,,,,,,
94,2020-03-20,A,1,69,0,,,,,,,,,,,,
94,2020-03-20,B,60,306,16,,,,,,,,,,,,
94,2020-03-20,C,51,165,17,,,,,,,,,,,,
94,2020-03-20,D,17,58,11,,,,,,,,,,,,
94,2020-03-20,E,14,64,13,,,,,,,,,,,,
95,2020-03-20,0,152,624,52,82,70,354,270,35,17,52,293,25,27,137,155
95,2020-03-20,A,7,103,0,,,,,,,2,74,,,,
95,2020-03-20,B,53,258,5,,,,,,,35,139,,,,
95,2020-03-20,C,66,172,28,,,,,,,12,47,,,,
95,2020-03-20,D,14,43,7,,,,,,,1,10,,,,
95,2020-03-20,E,12,48,12,,,,,,,2,23,,,,
971,2020-03-20,0,1,155,0,1,0,63,91,0,0,,,,,,
971,2020-03-20,A,0,28,0,,,,,,,,,,,,
971,2020-03-20,B,1,66,0,,,,,,,,,,,,
971,2020-03-20,C,0,31,0,,,,,,,,,,,,
971,2020-03-20,D,0,15,0,,,,,,,,,,,,
971,2020-03-20,E,0,15,0,,,,,,,,,,,,
972,2020-03-20,0,,,,,,,,,,0,104,0,0,40,64
972,2020-03-20,A,,,,,,,,,,0,18,,,,
972,2020-03-20,B,,,,,,,,,,0,27,,,,
972,2020-03-20,C,,,,,,,,,,0,30,,,,
972,2020-03-20,D,,,,,,,,,,0,9,,,,
972,2020-03-20,E,,,,,,,,,,0,20,,,,
973,2020-03-20,0,0,148,0,0,0,72,76,0,0,,,,,,
973,2020-03-20,A,0,29,0,,,,,,,,,,,,
973,2020-03-20,B,0,76,0,,,,,,,,,,,,
973,2020-03-20,C,0,27,0,,,,,,,,,,,,
973,2020-03-20,D,0,9,0,,,,,,,,,,,,
973,2020-03-20,E,0,7,0,,,,,,,,,,,,
974,2020-03-20,0,0,313,0,0,0,166,147,0,0,,,,,,
974,2020-03-20,A,0,73,0,,,,,,,,,,,,
974,2020-03-20,B,0,101,0,,,,,,,,,,,,
974,2020-03-20,C,0,71,0,,,,,,,,,,,,
974,2020-03-20,D,0,31,0,,,,,,,,,,,,
974,2020-03-20,E,0,37,0,,,,,,,,,,,,
976,2020-03-20,0,1,73,1,0,1,33,40,0,1,,,,,,
976,2020-03-20,A,0,23,0,,,,,,,,,,,,
976,2020-03-20,B,0,31,0,,,,,,,,,,,,
976,2020-03-20,C,1,14,1,,,,,,,,,,,,
976,2020-03-20,D,0,2,0,,,,,,,,,,,,
976,2020-03-20,E,0,3,0,,,,,,,,,,,,
01,2020-03-21,0,13,147,5,8,5,79,68,5,0,,,,,,
01,2020-03-21,A,0,18,0,,,,,,,,,,,,
01,2020-03-21,B,5,54,2,,,,,,,,,,,,
01,2020-03-21,C,4,34,0,,,,,,,,,,,,
01,2020-03-21,D,2,14,2,,,,,,,,,,,,
01,2020-03-21,E,2,27,1,,,,,,,,,,,,
02,2020-03-21,0,27,217,11,15,12,115,102,8,3,16,203,5,11,80,123
02,2020-03-21,A,0,37,0,,,,,,,4,49,,,,
02,2020-03-21,B,9,85,2,,,,,,,5,77,,,,
02,2020-03-21,C,8,49,3,,,,,,,4,42,,,,
